2025-11-21T00:38:33.209286 | science_explainers_104 | chunk 0 | prompt_tokens=707, candidates_tokens=115, total_tokens=822
2025-11-21T01:39:01.569076 | science_explainers_86 | chunk 16 | prompt_tokens=882, candidates_tokens=80, total_tokens=962
2025-11-21T01:39:07.768299 | science_explainers_227 | chunk 0 | prompt_tokens=907, candidates_tokens=55, total_tokens=962
2025-11-21T01:39:13.490762 | science_explainers_227 | chunk 1 | prompt_tokens=1257, candidates_tokens=61, total_tokens=1318
2025-11-21T01:39:17.888629 | science_explainers_227 | chunk 2 | prompt_tokens=457, candidates_tokens=64, total_tokens=521
2025-11-21T01:39:23.999581 | science_explainers_227 | chunk 3 | prompt_tokens=907, candidates_tokens=69, total_tokens=976
2025-11-21T01:39:30.985638 | science_explainers_227 | chunk 4 | prompt_tokens=2257, candidates_tokens=101, total_tokens=2358
2025-11-21T01:39:36.789535 | science_explainers_227 | chunk 5 | prompt_tokens=857, candidates_tokens=106, total_tokens=963
2025-11-21T01:39:42.985011 | science_explainers_227 | chunk 6 | prompt_tokens=1707, candidates_tokens=102, total_tokens=1809
2025-11-21T01:39:49.208272 | science_explainers_227 | chunk 7 | prompt_tokens=1257, candidates_tokens=79, total_tokens=1336
2025-11-21T01:39:55.116136 | science_explainers_227 | chunk 8 | prompt_tokens=707, candidates_tokens=95, total_tokens=802
2025-11-21T01:40:02.771340 | science_explainers_227 | chunk 9 | prompt_tokens=1357, candidates_tokens=129, total_tokens=1486
2025-11-21T01:40:06.705435 | science_explainers_227 | chunk 10 | prompt_tokens=482, candidates_tokens=62, total_tokens=544
2025-11-21T01:40:13.076167 | science_explainers_227 | chunk 11 | prompt_tokens=807, candidates_tokens=104, total_tokens=911
2025-11-21T01:40:17.709081 | science_explainers_227 | chunk 12 | prompt_tokens=432, candidates_tokens=59, total_tokens=491
2025-11-21T01:40:24.405964 | science_explainers_227 | chunk 13 | prompt_tokens=1132, candidates_tokens=85, total_tokens=1217
