2025-11-21T17:48:24.152095 | science_explainers_341 | chunk 0 | prompt_tokens=5764, candidates_tokens=330, total_tokens=7170
2025-11-21T20:58:12.271332 | science_explainers_402 | chunk 11 | prompt_tokens=20167, candidates_tokens=212, total_tokens=20645
2025-11-21T20:58:38.057926 | science_explainers_402 | chunk 12 | prompt_tokens=9293, candidates_tokens=287, total_tokens=10069
2025-11-21T20:59:09.989448 | science_explainers_162 | chunk 0 | prompt_tokens=6613, candidates_tokens=303, total_tokens=7771
2025-11-21T20:59:53.682806 | science_explainers_162 | chunk 1 | prompt_tokens=5148, candidates_tokens=1013, total_tokens=8376
2025-11-21T21:00:28.308317 | science_explainers_162 | chunk 2 | prompt_tokens=7475, candidates_tokens=424, total_tokens=8592
2025-11-21T21:01:10.422109 | science_explainers_162 | chunk 3 | prompt_tokens=10500, candidates_tokens=362, total_tokens=11787
2025-11-21T21:01:38.013751 | science_explainers_162 | chunk 4 | prompt_tokens=9676, candidates_tokens=150, total_tokens=10155
2025-11-21T21:02:13.385026 | science_explainers_162 | chunk 5 | prompt_tokens=10858, candidates_tokens=704, total_tokens=12724
2025-11-21T21:02:44.464843 | science_explainers_162 | chunk 6 | prompt_tokens=9863, candidates_tokens=524, total_tokens=12162
2025-11-21T21:03:41.976626 | science_explainers_162 | chunk 7 | prompt_tokens=24007, candidates_tokens=431, total_tokens=25241
2025-11-21T21:04:08.014440 | science_explainers_162 | chunk 8 | prompt_tokens=4274, candidates_tokens=341, total_tokens=5832
2025-11-21T21:04:49.604343 | science_explainers_162 | chunk 9 | prompt_tokens=6330, candidates_tokens=280, total_tokens=7062
2025-11-21T21:05:40.532204 | science_explainers_162 | chunk 10 | prompt_tokens=7928, candidates_tokens=554, total_tokens=9660
2025-11-21T21:07:00.172268 | science_explainers_162 | chunk 11 | prompt_tokens=17883, candidates_tokens=262, total_tokens=19474
2025-11-21T21:07:57.598259 | science_explainers_162 | chunk 12 | prompt_tokens=8261, candidates_tokens=420, total_tokens=10104
2025-11-21T21:09:11.614052 | science_explainers_162 | chunk 13 | prompt_tokens=21665, candidates_tokens=438, total_tokens=23820
2025-11-21T21:09:59.028453 | science_explainers_162 | chunk 14 | prompt_tokens=10317, candidates_tokens=215, total_tokens=10951
2025-11-21T21:11:03.058953 | science_explainers_5 | chunk 0 | prompt_tokens=15756, candidates_tokens=361, total_tokens=17516
2025-11-21T21:12:16.342440 | science_explainers_5 | chunk 1 | prompt_tokens=20476, candidates_tokens=177, total_tokens=20915
2025-11-21T21:13:37.486985 | science_explainers_5 | chunk 2 | prompt_tokens=29333, candidates_tokens=132, total_tokens=29786
2025-11-21T21:15:55.170204 | science_explainers_5 | chunk 3 | prompt_tokens=31750, candidates_tokens=605, total_tokens=34688
2025-11-21T21:16:55.987116 | science_explainers_5 | chunk 4 | prompt_tokens=16928, candidates_tokens=478, total_tokens=19220
2025-11-21T21:17:49.834479 | science_explainers_5 | chunk 5 | prompt_tokens=16037, candidates_tokens=464, total_tokens=17726
2025-11-21T21:19:33.336341 | science_explainers_5 | chunk 6 | prompt_tokens=20380, candidates_tokens=522, total_tokens=21861
2025-11-21T21:20:16.423946 | science_explainers_5 | chunk 7 | prompt_tokens=12803, candidates_tokens=446, total_tokens=14263
2025-11-21T21:20:32.317202 | science_explainers_5 | chunk 8 | prompt_tokens=2601, candidates_tokens=150, total_tokens=2991
