2025-11-21T00:25:38.683376 | sports_talk_shows_133 | chunk 0 | prompt_tokens=1132, candidates_tokens=106, total_tokens=1238
2025-11-21T01:00:05.099317 | sports_talk_shows_354 | chunk 8 | prompt_tokens=1757, candidates_tokens=174, total_tokens=1931
2025-11-21T01:00:11.090811 | sports_talk_shows_354 | chunk 9 | prompt_tokens=782, candidates_tokens=112, total_tokens=894
2025-11-21T01:00:22.018994 | sports_talk_shows_354 | chunk 10 | prompt_tokens=1357, candidates_tokens=202, total_tokens=1559
2025-11-21T01:00:25.571958 | sports_talk_shows_354 | chunk 11 | prompt_tokens=307, candidates_tokens=67, total_tokens=374
2025-11-21T01:00:33.715255 | sports_talk_shows_354 | chunk 12 | prompt_tokens=1532, candidates_tokens=183, total_tokens=1715
2025-11-21T01:00:39.594122 | sports_talk_shows_354 | chunk 13 | prompt_tokens=882, candidates_tokens=92, total_tokens=974
2025-11-21T01:00:53.055436 | sports_talk_shows_366 | chunk 0 | prompt_tokens=2357, candidates_tokens=170, total_tokens=2527
2025-11-21T01:01:00.088694 | sports_talk_shows_366 | chunk 1 | prompt_tokens=1107, candidates_tokens=155, total_tokens=1262
2025-11-21T01:01:05.233056 | sports_talk_shows_366 | chunk 2 | prompt_tokens=507, candidates_tokens=100, total_tokens=607
2025-11-21T01:01:11.276581 | sports_talk_shows_366 | chunk 3 | prompt_tokens=707, candidates_tokens=68, total_tokens=775
2025-11-21T01:01:22.466299 | sports_talk_shows_366 | chunk 4 | prompt_tokens=1682, candidates_tokens=78, total_tokens=1760
2025-11-21T01:01:26.321713 | sports_talk_shows_366 | chunk 5 | prompt_tokens=782, candidates_tokens=57, total_tokens=839
2025-11-21T01:01:31.061933 | sports_talk_shows_366 | chunk 6 | prompt_tokens=557, candidates_tokens=77, total_tokens=634
2025-11-21T01:01:37.629677 | sports_talk_shows_366 | chunk 7 | prompt_tokens=782, candidates_tokens=92, total_tokens=874
2025-11-21T01:01:44.424864 | sports_talk_shows_366 | chunk 8 | prompt_tokens=1507, candidates_tokens=114, total_tokens=1621
2025-11-21T01:01:51.045772 | sports_talk_shows_366 | chunk 9 | prompt_tokens=932, candidates_tokens=131, total_tokens=1063
2025-11-21T01:01:55.790275 | sports_talk_shows_366 | chunk 10 | prompt_tokens=707, candidates_tokens=87, total_tokens=794
2025-11-21T01:02:00.271186 | sports_talk_shows_366 | chunk 11 | prompt_tokens=757, candidates_tokens=71, total_tokens=828
2025-11-21T01:02:05.272675 | sports_talk_shows_366 | chunk 12 | prompt_tokens=1107, candidates_tokens=108, total_tokens=1215
2025-11-21T01:02:13.714943 | sports_talk_shows_366 | chunk 13 | prompt_tokens=707, candidates_tokens=56, total_tokens=763
2025-11-21T01:02:27.468984 | sports_talk_shows_231 | chunk 0 | prompt_tokens=2232, candidates_tokens=112, total_tokens=2344
2025-11-21T01:02:31.627829 | sports_talk_shows_231 | chunk 1 | prompt_tokens=607, candidates_tokens=74, total_tokens=681
2025-11-21T01:02:34.960557 | sports_talk_shows_231 | chunk 2 | prompt_tokens=932, candidates_tokens=72, total_tokens=1004
2025-11-21T01:02:40.477426 | sports_talk_shows_231 | chunk 3 | prompt_tokens=1232, candidates_tokens=77, total_tokens=1309
2025-11-21T01:02:55.556429 | sports_talk_shows_231 | chunk 4 | prompt_tokens=1732, candidates_tokens=103, total_tokens=1835
2025-11-21T01:03:04.124327 | sports_talk_shows_231 | chunk 5 | prompt_tokens=1782, candidates_tokens=115, total_tokens=1897
2025-11-21T01:03:08.332569 | sports_talk_shows_231 | chunk 6 | prompt_tokens=632, candidates_tokens=86, total_tokens=718
2025-11-21T01:03:13.096717 | sports_talk_shows_231 | chunk 7 | prompt_tokens=657, candidates_tokens=63, total_tokens=720
2025-11-21T01:03:19.333351 | sports_talk_shows_231 | chunk 8 | prompt_tokens=1232, candidates_tokens=156, total_tokens=1388
2025-11-21T01:03:25.039583 | sports_talk_shows_231 | chunk 9 | prompt_tokens=1157, candidates_tokens=92, total_tokens=1249
2025-11-21T01:03:31.117522 | sports_talk_shows_231 | chunk 10 | prompt_tokens=1082, candidates_tokens=124, total_tokens=1206
2025-11-21T01:03:41.517583 | sports_talk_shows_231 | chunk 11 | prompt_tokens=1332, candidates_tokens=111, total_tokens=1443
2025-11-21T01:03:54.301418 | sports_talk_shows_231 | chunk 12 | prompt_tokens=2307, candidates_tokens=173, total_tokens=2480
2025-11-21T01:04:01.584869 | sports_talk_shows_231 | chunk 13 | prompt_tokens=1557, candidates_tokens=113, total_tokens=1670
2025-11-21T01:04:09.548165 | sports_talk_shows_297 | chunk 0 | prompt_tokens=2132, candidates_tokens=155, total_tokens=2287
2025-11-21T01:04:15.485637 | sports_talk_shows_297 | chunk 1 | prompt_tokens=832, candidates_tokens=65, total_tokens=897
2025-11-21T01:04:20.767418 | sports_talk_shows_297 | chunk 2 | prompt_tokens=957, candidates_tokens=46, total_tokens=1003
2025-11-21T01:04:25.023097 | sports_talk_shows_297 | chunk 3 | prompt_tokens=682, candidates_tokens=65, total_tokens=747
2025-11-21T01:04:30.634681 | sports_talk_shows_297 | chunk 4 | prompt_tokens=1382, candidates_tokens=65, total_tokens=1447
2025-11-21T01:04:34.428944 | sports_talk_shows_297 | chunk 5 | prompt_tokens=332, candidates_tokens=74, total_tokens=406
2025-11-21T01:04:41.402233 | sports_talk_shows_297 | chunk 6 | prompt_tokens=1007, candidates_tokens=96, total_tokens=1103
2025-11-21T01:04:45.544988 | sports_talk_shows_297 | chunk 7 | prompt_tokens=682, candidates_tokens=99, total_tokens=781
2025-11-21T01:04:52.940873 | sports_talk_shows_366 | chunk 7 | prompt_tokens=782, candidates_tokens=55, total_tokens=837
2025-11-21T01:04:55.228738 | sports_talk_shows_297 | chunk 8 | prompt_tokens=1107, candidates_tokens=76, total_tokens=1183
2025-11-21T01:05:00.415886 | sports_talk_shows_297 | chunk 9 | prompt_tokens=532, candidates_tokens=63, total_tokens=595
2025-11-21T01:05:01.213265 | sports_talk_shows_366 | chunk 8 | prompt_tokens=1507, candidates_tokens=137, total_tokens=1644
2025-11-21T01:05:05.910401 | sports_talk_shows_297 | chunk 10 | prompt_tokens=757, candidates_tokens=75, total_tokens=832
2025-11-21T01:05:07.464087 | sports_talk_shows_366 | chunk 9 | prompt_tokens=932, candidates_tokens=109, total_tokens=1041
2025-11-21T01:05:11.948640 | sports_talk_shows_297 | chunk 11 | prompt_tokens=1157, candidates_tokens=75, total_tokens=1232
2025-11-21T01:05:12.907729 | sports_talk_shows_366 | chunk 10 | prompt_tokens=707, candidates_tokens=61, total_tokens=768
2025-11-21T01:05:17.611444 | sports_talk_shows_366 | chunk 11 | prompt_tokens=757, candidates_tokens=61, total_tokens=818
2025-11-21T01:05:20.782688 | sports_talk_shows_297 | chunk 12 | prompt_tokens=1632, candidates_tokens=98, total_tokens=1730
2025-11-21T01:05:25.058317 | sports_talk_shows_366 | chunk 12 | prompt_tokens=1107, candidates_tokens=108, total_tokens=1215
2025-11-21T01:05:30.196231 | sports_talk_shows_366 | chunk 13 | prompt_tokens=707, candidates_tokens=104, total_tokens=811
2025-11-21T01:05:31.284370 | sports_talk_shows_297 | chunk 13 | prompt_tokens=2382, candidates_tokens=113, total_tokens=2495
2025-11-21T01:05:47.415246 | sports_talk_shows_297 | chunk 0 | prompt_tokens=2132, candidates_tokens=173, total_tokens=2305
2025-11-21T01:05:54.509604 | sports_talk_shows_297 | chunk 1 | prompt_tokens=832, candidates_tokens=90, total_tokens=922
2025-11-21T01:06:01.672197 | sports_talk_shows_297 | chunk 2 | prompt_tokens=957, candidates_tokens=91, total_tokens=1048
2025-11-21T01:06:06.950548 | sports_talk_shows_297 | chunk 3 | prompt_tokens=682, candidates_tokens=66, total_tokens=748
2025-11-21T01:06:13.860815 | sports_talk_shows_297 | chunk 4 | prompt_tokens=1382, candidates_tokens=63, total_tokens=1445
2025-11-21T01:06:17.121109 | sports_talk_shows_297 | chunk 5 | prompt_tokens=332, candidates_tokens=45, total_tokens=377
2025-11-21T01:06:23.005881 | sports_talk_shows_297 | chunk 6 | prompt_tokens=1007, candidates_tokens=91, total_tokens=1098
2025-11-21T01:06:27.166303 | sports_talk_shows_297 | chunk 7 | prompt_tokens=682, candidates_tokens=79, total_tokens=761
2025-11-21T01:06:32.903957 | sports_talk_shows_297 | chunk 8 | prompt_tokens=1107, candidates_tokens=77, total_tokens=1184
2025-11-21T01:06:37.214243 | sports_talk_shows_297 | chunk 9 | prompt_tokens=532, candidates_tokens=86, total_tokens=618
2025-11-21T01:06:41.850518 | sports_talk_shows_297 | chunk 10 | prompt_tokens=757, candidates_tokens=63, total_tokens=820
2025-11-21T01:06:48.418232 | sports_talk_shows_297 | chunk 11 | prompt_tokens=1157, candidates_tokens=86, total_tokens=1243
2025-11-21T01:06:54.986674 | sports_talk_shows_297 | chunk 12 | prompt_tokens=1632, candidates_tokens=83, total_tokens=1715
2025-11-21T01:07:04.526752 | sports_talk_shows_297 | chunk 13 | prompt_tokens=2382, candidates_tokens=132, total_tokens=2514
